INCIDENT_NUMBER,UCR_CATEGORY,TYPE_OF_FIREARM,FIREARM_MANUFACTURER,FIREARM_MODEL,FIREARM_CALIBER,RECOVERY_DATE,RECOVERY_BLOCK_ADDRESS,CITY,state,RECOVERY_ZIPCODE,PERSON_RECOVERED_FROM_RACE,PERSON_RECOVERED_FROM_SEX,PERSON_RECOVERED_FROM_AGE,X15,X16,age_group,shooting_yearmon,shooting_year,year
80-15-082694,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,NA,40C,2015-10-13,500 BLOCK S 3RD ST,LOUISVILLE,KY,40202,WHITE,M,32,NA,NA,"(30,40]",Oct 2015,2015,2015
80-15-087786,WPNS LAW VIOLATION,"SHOTGUN, PUMP ACTION",UNKNOWN MANUFACTURER,NA,12GA,2015-10-29,1800 BLOCK BAIRD ST,LOUISVILLE,KY,40203,WHITE,M,23,NA,NA,"(20,30]",Oct 2015,2015,2015
80-15-087786,WPNS LAW VIOLATION,"SHOTGUN, PUMP ACTION",UNKNOWN MANUFACTURER,NA,12GA,2015-10-29,1800 BLOCK BAIRD ST,LOUISVILLE,KY,40203,WHITE,M,23,NA,NA,"(20,30]",Oct 2015,2015,2015
80-15-087786,WPNS LAW VIOLATION,"SHOTGUN, PUMP ACTION",UNKNOWN MANUFACTURER,NA,12GA,2015-10-29,1800 BLOCK BAIRD ST,LOUISVILLE,KY,40203,WHITE,M,23,NA,NA,"(20,30]",Oct 2015,2015,2015
80-15-087786,WPNS LAW VIOLATION,"PISTOL, REVOLVER","GARATE, ANITUA Y CIA",NA,38C,2015-10-29,1800 BLOCK BAIRD ST,LOUISVILLE,KY,40203,WHITE,M,23,NA,NA,"(20,30]",Oct 2015,2015,2015
80-15-087786,WPNS LAW VIOLATION,"PISTOL, REVOLVER","GARATE, ANITUA Y CIA",NA,38C,2015-10-29,1800 BLOCK BAIRD ST,LOUISVILLE,KY,40203,WHITE,M,23,NA,NA,"(20,30]",Oct 2015,2015,2015
80-15-087786,WPNS LAW VIOLATION,"PISTOL, REVOLVER","GARATE, ANITUA Y CIA",NA,38C,2015-10-29,1800 BLOCK BAIRD ST,LOUISVILLE,KY,40203,WHITE,M,23,NA,NA,"(20,30]",Oct 2015,2015,2015
80-14-012654,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",COLT,WOODSMAN,221C,2014-02-20,100 BLOCK N GALT AVE,LOUISVILLE,KY,40206,NULL,NA,NULL,NA,NA,NA,Feb 2014,2014,2014
80-12-035864,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,WALTHER,380C,2012-05-06,7900 BLOCK KENHURST DR,LOUISVILLE,KY,40258,BLACK,M,57,NA,NA,"(50,60]",May 2012,2012,2012
80-16-079442,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,C9,9MM,2016-09-16,S 2ND ST / W ASHLAND AVE,LOUISVILLE,KY,40214,WHITE,M,33,NA,NA,"(30,40]",Sep 2016,2016,2016
80-10-049244,COUNTERFEITING,"RIFLE, CARBINE",ROMARM/CUGIR,SAR-1,762M,2010-06-29,18300 BLOCK BRIDGEMORE LN,LOUISVILLE,KY,40245,WHITE,M,19,NA,NA,"(10,20]",Jun 2010,2010,2010
80-14-025870,ROBBERY,"PISTOL, SEMI-AUTOMATIC",RUGER,P345,45C,2014-04-14,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,NULL,NA,NA,NA,Apr 2014,2014,2014
80-14-038577,NARCOTICS,"PISTOL, REVOLVER",HARRINGTON & RICHARDSON,MOD 733,32C,2014-05-29,5600 BLOCK BROKERS TIP LN,LOUISVILLE,KY,40272,WHITE,M,32,NA,NA,"(30,40]",May 2014,2014,2014
80-14-038577,NARCOTICS,"PISTOL, REVOLVER",HARRINGTON & RICHARDSON,MOD 733,32C,2014-05-29,5600 BLOCK BROKERS TIP LN,LOUISVILLE,KY,40272,WHITE,M,32,NA,NA,"(30,40]",May 2014,2014,2014
80-12-047060,WPNS LAW VIOLATION,"RIFLE, SEMI-AUTOMATIC",DPMS INC (DEFENSE PROCUREMENT MFG SERVICES),NA,223C,2012-06-14,300 BLOCK W WHITNEY AVE,LOUISVILLE,KY,40214,WHITE,M,32,NA,NA,"(30,40]",Jun 2012,2012,2012
80-13-091074,ROBBERY,"PISTOL, SEMI-AUTOMATIC",PHOENIX ARMS CO.,NA,25C,2013-12-02,7100 BLOCK CEDAR SPRINGS BLVD,LOUISVILLE,KY,40291,WHITE,M,38,NA,NA,"(30,40]",Dec 2013,2013,2013
80-10-076900,WPNS LAW VIOLATION,"PISTOL, REVOLVER",RUGER,RUGER LCR,38C,2010-09-30,1400 BLOCK S 15TH ST,LOUISVILLE,KY,40210,BLACK,M,24,NA,NA,"(20,30]",Sep 2010,2010,2010
80-13-048194,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",DAVIS INDUSTRIES,NA,380C,2013-06-30,100 BLOCK N 4TH ST,LOUISVILLE,KY,40202,BLACK,M,24,NA,NA,"(20,30]",Jun 2013,2013,2013
80-12-083120,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",COBRA ENTERPRISES INC,FREEDOM,380C,2012-10-19,2100 BLOCK GRAND AVE,LOUISVILLE,KY,40210,BLACK,F,30,NA,NA,"(20,30]",Oct 2012,2012,2012
80-14-077696,HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40229,NULL,NULL,NULL,NA,NA,NA,NA,NA,2014
80-14-086458,WPNS LAW VIOLATION,"RIFLE, BOLT ACTION",MARLIN FIREARMS CO.,GLENFIELD,22C,2014-11-08,S 39TH ST / BELLS LN,LOUISVILLE,KY,40211,BLACK,F,43,NA,NA,"(40,50]",Nov 2014,2014,2014
80-15-030681,NARCOTICS,"RIFLE, BOLT ACTION",SAVAGE ARMS INC,NA,17C,2015-04-26,N BECKLEY STATION RD / SHELBYVILLE RD,LOUISVILLE,KY,40245,WHITE,M,34,NA,NA,"(30,40]",Apr 2015,2015,2015
80-11-007253,THEFT OTHER,"PISTOL, SEMI-AUTOMATIC",BERSA,MINI FIRESTORM,40C,2011-01-28,700 BLOCK S CLAY ST,LOUISVILLE,KY,40203,BLACK,M,35,NA,NA,"(30,40]",Jan 2011,2011,2011
80-14-093539,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",GERMAN SPORTS GUNS,NA,22C,2014-12-04,1900 BLOCK THE MEADOW RD,LOUISVILLE,KY,40223,WHITE,M,38,NA,NA,"(30,40]",Dec 2014,2014,2014
80-15-079777,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",NA,NA,9MM,2015-10-05,OLEANDA AVE,LOUISVILLE,KY,40215,BLACK,M,19,NA,NA,"(10,20]",Oct 2015,2015,2015
80-14-100414,WPNS LAW VIOLATION,"PISTOL, REVOLVER",NA,EIG E1,22C,2014-12-30,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,WHITE,M,60,NA,NA,"(50,60]",Dec 2014,2014,2014
80-12-092586,ROBBERY,"PISTOL, SEMI-AUTOMATIC",PHOENIX ARMS CO.,HP MODELS,22C,2012-11-21,3300 BLOCK PEACHTREE AVE,LOUISVILLE,KY,40215,BLACK,M,12,NA,NA,"(10,20]",Nov 2012,2012,2012
80-15-005810,COUNTERFEITING,"SHOTGUN, PUMP ACTION",NA,NA,12GA,2015-01-22,4300 BLOCK SHASTA TRL,LOUISVILLE,KY,40213,BLACK,M,52,NA,NA,"(50,60]",Jan 2015,2015,2015
80-11-076104,WPNS LAW VIOLATION,"PISTOL, REVOLVER",CRITERION DIE A,NA,22C,2011-09-22,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,14,NA,NA,"(10,20]",Sep 2011,2011,2011
80-11-076104,WPNS LAW VIOLATION,"PISTOL, REVOLVER",CRITERION DIE A,NA,22C,2011-09-22,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,14,NA,NA,"(10,20]",Sep 2011,2011,2011
80-11-076104,WPNS LAW VIOLATION,"PISTOL, REVOLVER",CRITERION DIE A,NA,22C,2011-09-22,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,14,NA,NA,"(10,20]",Sep 2011,2011,2011
80-14-031695,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,NA,40C,2014-05-04,S 28THST / W BROADWAY,LOUISVILLE,KY,NA,NULL,M,20,NA,NA,"(10,20]",May 2014,2014,2014
80-15-054504,ROBBERY,"PISTOL, SEMI-AUTOMATIC",RUGER,HANDGUNS: MARK,22C,2015-07-21,1500 BLOCK FRANKFORT AVE,LOUISVILLE,KY,40206,BLACK,M,NULL,NA,NA,NA,Jul 2015,2015,2015
80-16-106077,WPNS LAW VIOLATION,"PISTOL, REVOLVER",SMITH & WESSON,NA,38C,2016-12-13,5400 BLOCK THUNDER CT,LOUISVILLE,KY,40272,BLACK,M,15,NA,NA,"(10,20]",Dec 2016,2016,2016
80-16-009004,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",LORCIN ENGINEER,L-380,380C,2016-01-30,2000 BLOCK FLORADORA DR,LOUISVILLE,KY,40272,BLACK,F,27,NA,NA,"(20,30]",Jan 2016,2016,2016
80-16-011898,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",GLOCK GMBH,MODEL 23/23C (4,40C,2016-02-09,NEWBURG RD AT I264,LOUISVILLE,KY,40218,WHITE,M,19,NA,NA,"(10,20]",Feb 2016,2016,2016
80-14-044897,NARCOTICS,"PISTOL, DERRINGER",NA,NA,38C,2014-06-19,500 BLOCK WASHBURN AVE,LYND,KY,40222,UNKNOWN,U,63,NA,NA,"(60,70]",Jun 2014,2014,2014
80-15-071221,ROBBERY,"PISTOL, SEMI-AUTOMATIC","SKYY INDUSTRIES, LLC",NONE,9MM,2015-09-07,2800 BLOCK W MADISON ST,LOUISVILLE,KY,40211,BLACK,M,17,NA,NA,"(10,20]",Sep 2015,2015,2015
80-15-083767,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,MODEL PT945,45C,2015-10-17,S 12TH ST,LOUISVILLE,KY,40203,BLACK,M,23,NA,NA,"(20,30]",Oct 2015,2015,2015
80-15-086695,INJURED PERSON REPORT,"PISTOL, REVOLVER",HIGH (HI) STANDARD,NA,22C,2015-10-26,6200 BLOCK MARAVIAN DR,LOUISVILLE,KY,40258,BLACK,M,17,NA,NA,"(10,20]",Oct 2015,2015,2015
80-15-080438,NARCOTICS,"PISTOL, SEMI-AUTOMATIC","FNH USA, LLC",NA,57,2015-10-06,5000 BLOCK SHELBYVILLE RD,ST_MATTHEWS,KY,40207,BLACK,M,21,NA,NA,"(20,30]",Oct 2015,2015,2015
80-14-081026,HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40203,NULL,NULL,NULL,NA,NA,NA,NA,NA,2014
80-14-085085,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",RAVEN ARMS,NA,25C,2014-11-03,600 BLOCK WINKLER AVE,LOUISVILLE,KY,40208,BLACK,M,20,NA,NA,"(10,20]",Nov 2014,2014,2014
80-14-091147,NARCOTICS,"RIFLE, SINGLE-SHOT",SAVAGE ARMS INC,110,270C,2014-11-25,I 64 RAMP / I 64 WEST,LOUISVILLE,KY,40023,WHITE,M,31,NA,NA,"(30,40]",Nov 2014,2014,2014
80-15-057204,ALL OTHER OFFENSES,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,PPQ,9MM,2015-07-23,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,WHITE,M,21,NA,NA,"(20,30]",Jul 2015,2015,2015
80-15-105958,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",GLOCK GMBH,MODEL 23/23C (4,40C,2015-12-29,3200 BLOCK MAGAZINE ST,LOUISVILLE,KY,40211,BLACK,M,22,NA,NA,"(20,30]",Dec 2015,2015,2015
80-14-099930,ROBBERY,NULL,NA,NA,NA,2015-02-27,1400 BLOCK LA FONTENAY CT,LOUISVILLE,KY,40223,WHITE,M,NULL,NA,NA,NA,Feb 2015,2015,2015
80-15-008347,WPNS LAW VIOLATION,"PISTOL, REVOLVER",RUGER,NA,357C,2015-02-01,2700 BLOCK S 6TH ST,LOUISVILLE,KY,40208,BLACK,M,16,NA,NA,"(10,20]",Feb 2015,2015,2015
80-16-080298,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",DAVIS INDUSTRIES,P-380,380C,2016-09-19,300 BLOCK E SOUTHSIDE CT,LOUISVILLE,KY,40214,WHITE,F,25,NA,NA,"(20,30]",Sep 2016,2016,2016
80-15-015448,ROBBERY,NULL,NA,KWC,NA,2015-03-02,5300 BLOCK BONITA LN,LOUISVILLE,KY,40213,WHITE,M,NULL,NA,NA,NA,Mar 2015,2015,2015
80-16-002945,AGGRAVATED ASSAULT,SUBMACHINE GUN (MACHINE PISTOL),THOMPSON CENTER ARMS CO.,1927AI,45C,2016-01-08,4100 BLOCK EDEN LN,SHIVELY,KY,40216,WHITE,M,53,NA,NA,"(50,60]",Jan 2016,2016,2016
80-16-021757,FRAUD CREDIT CARD/ATM,"PISTOL, SEMI-AUTOMATIC",SPRINGFIELD ARM,PISTOL: MODEL X,40C,2016-03-14,100 BLOCK W BROADWAY,LOUISVILLE,KY,40202,BLACK,M,30,NA,NA,"(20,30]",Mar 2016,2016,2016
80-15-024439,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC",NA,NA,9MM,2015-04-05,W BROADWAY / DR W J HODGE ST,LOUISVILLE,KY,40203,BLACK,M,45,NA,NA,"(40,50]",Apr 2015,2015,2015
80-12-097362,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",NA,NA,9MM,2012-12-08,S 7TH ST / W MUHAMMAD ALI BLVD,LOUISVILLE,KY,40203,WHITE,M,52,NA,NA,"(50,60]",Dec 2012,2012,2012
80-13-089547,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",RIGARMI/RIGARMS,RG (WITHOUT NUM,25C,2013-11-20,2000 BLOCK BROWNSBORO RD,LOUISVILLE,KY,40206,BLACK,F,36,NA,NA,"(30,40]",Nov 2013,2013,2013
80-13-089547,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",RIGARMI/RIGARMS,RG (WITHOUT NUM,25C,2013-11-20,2000 BLOCK BROWNSBORO RD,LOUISVILLE,KY,40206,BLACK,F,36,NA,NA,"(30,40]",Nov 2013,2013,2013
80-13-089547,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",RIGARMI/RIGARMS,RG (WITHOUT NUM,25C,2013-11-20,2000 BLOCK BROWNSBORO RD,LOUISVILLE,KY,40206,BLACK,F,36,NA,NA,"(30,40]",Nov 2013,2013,2013
80-17-007104,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",NA,NA,9MM,2017-01-24,8700 BLOCK ZACHARY CIR,LOUISVILLE,KY,40214,WHITE,F,19,NA,NA,"(10,20]",Jan 2017,2017,2017
80-16-014070,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,NA,9MM,2016-02-17,3400 BLOCK HEATHERFIELD DR,SHIVELY,KY,40216,BLACK,M,39,NA,NA,"(30,40]",Feb 2016,2016,2016
80-16-054802,NARCOTICS,"RIFLE, SEMI-AUTOMATIC",NA,NA,22C,2016-06-28,13200 BLOCK BESSELS BLVD,LOUISVILLE,KY,40272,WHITE,M,21,NA,NA,"(20,30]",Jun 2016,2016,2016
80-16-054802,NARCOTICS,"RIFLE, SEMI-AUTOMATIC",NA,NA,22C,2016-06-28,13200 BLOCK BESSELS BLVD,LOUISVILLE,KY,40272,WHITE,M,21,NA,NA,"(20,30]",Jun 2016,2016,2016
80-16-025233,AGGRAVATED ASSAULT,"RIFLE, SINGLE-SHOT",NA,NA,22C,2016-03-26,300 BLOCK N 27TH ST,LOUISVILLE,KY,40212,WHITE,M,18,NA,NA,"(10,20]",Mar 2016,2016,2016
80-15-052635,HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40272,NULL,NULL,NULL,NA,NA,NA,NA,NA,2015
80-13-016049,BURGLARY,"PISTOL, SEMI-AUTOMATIC",TANFOGLIO GIUSEPPE,NONE,45C,2013-03-08,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,WHITE,F,38,NA,NA,"(30,40]",Mar 2013,2013,2013
80-16-006396,INTIMIDATION,"PISTOL, REVOLVER",RG INDUSTRIES,RG 14,22C,2016-01-20,2200 BLOCK W ORMSBY AVE,LOUISVILLE,KY,40210,BLACK,M,14,NA,NA,"(10,20]",Jan 2016,2016,2016
80-16-035998,WPNS LAW VIOLATION,NULL,"GLOCK, INC.",19,NA,2016-04-29,2400 BLOCK ELLIOTT AVE,LOUISVILLE,KY,40211,BLACK,M,56,NA,NA,"(50,60]",Apr 2016,2016,2016
80-15-053552,WPNS LAW VIOLATION,NULL,TAURUS INTERNATIONAL,MODEL PT145,NA,2015-07-11,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,21,NA,NA,"(20,30]",Jul 2015,2015,2015
80-15-053698,WPNS LAW VIOLATION,"RIFLE, SEMI-AUTOMATIC",BRYCO ARMS,JENNINGS NINE,9MM,2015-07-12,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,15,NA,NA,"(10,20]",Jul 2015,2015,2015
80-14-024511,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNATIONAL,NA,45C,2014-04-08,DR W J HODGE ST / W MADISON ST,LOUISVILLE,KY,40203,BLACK,M,28,NA,NA,"(20,30]",Apr 2014,2014,2014
80-16-079281,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNATIONAL,PT740,40C,2016-09-16,3700 BLOCK TUESDAY WAY,LOUISVILLE,KY,40219,WHITE,M,20,NA,NA,"(10,20]",Sep 2016,2016,2016
80-16-079281,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNATIONAL,PT740,40C,2016-09-16,3700 BLOCK TUESDAY WAY,LOUISVILLE,KY,40219,WHITE,M,20,NA,NA,"(10,20]",Sep 2016,2016,2016
80-16-081175,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,NA,380C,2016-09-21,S 4TH ST / CENTRAL AVE,LOUISVILLE,KY,40208,WHITE,M,21,NA,NA,"(20,30]",Sep 2016,2016,2016
80-10-073846,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC","KELTEC, CNC IND",P-11,9MM,2010-09-20,1400 BLOCK OLIVE ST,LOUISVILLE,KY,40211,BLACK,M,23,NA,NA,"(20,30]",Sep 2010,2010,2010
80-16-010807,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",NA,CPX-1,9MM,2016-02-04,3600 BLOCK MANSLICK RD,LOUISVILLE,KY,40215,BLACK,F,30,NA,NA,"(20,30]",Feb 2016,2016,2016
80-16-101982,SIMPLE ASSAULT,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",NA,40C,2016-11-30,INDUSTRY RD,LOUISVILLE,KY,40208,BLACK,M,20,NA,NA,"(10,20]",Nov 2016,2016,2016
80-15-018920,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 23/23C (4,40C,2015-03-16,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,23,NA,NA,"(20,30]",Mar 2015,2015,2015
80-15-020973,WPNS LAW VIOLATION,NULL,HIPOINT,HI-POINT,NA,2015-03-23,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,18,NA,NA,"(10,20]",Mar 2015,2015,2015
80-16-023800,NARCOTICS,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 17/17C (9,9MM,2016-03-21,7TH STREET RD / PHYLLIS AVE,SHIVELY,KY,40215,BLACK,M,19,NA,NA,"(10,20]",Mar 2016,2016,2016
80-14-017056,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,CF-380,380C,2014-03-10,5000 BLOCK E INDIAN TRL,LOUISVILLE,KY,40218,BLACK,M,21,NA,NA,"(20,30]",Mar 2014,2014,2014
80-16-026418,STOLEN PROPERTY,"PISTOL, REVOLVER",SMITH & WESSON,NA,3220,2016-03-29,1500 BLOCK CASTLEWOOD AVE,LOUISVILLE,KY,40204,BLACK,F,19,NA,NA,"(10,20]",Mar 2016,2016,2016
80-16-092951,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",BERETTA (P. OR PIETRO),PX4 STORM,40C,2016-10-29,10400 BLOCK BROOKRIDGE VILLAGE BLVD,LOUISVILLE,KY,40291,WHITE,M,48,NA,NA,"(40,50]",Oct 2016,2016,2016
80-16-092951,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",BERETTA (P. OR PIETRO),PX4 STORM,40C,2016-10-29,10400 BLOCK BROOKRIDGE VILLAGE BLVD,LOUISVILLE,KY,40291,WHITE,M,48,NA,NA,"(40,50]",Oct 2016,2016,2016
80-16-089881,NARCOTICS,"RIFLE, AUTOMATIC",NA,NA,22C,2016-10-20,2100 BLOCK GLENWORTH AVE,LOUISVILLE,KY,40218,WHITE,M,65,NA,NA,"(60,70]",Oct 2016,2016,2016
80-16-089881,NARCOTICS,"RIFLE, AUTOMATIC",NA,NA,22C,2016-10-20,2100 BLOCK GLENWORTH AVE,LOUISVILLE,KY,40218,WHITE,M,65,NA,NA,"(60,70]",Oct 2016,2016,2016
80-16-089881,NARCOTICS,"SHOTGUN, PUMP ACTION",NA,NA,12GA,2016-10-20,2100 BLOCK GLENWORTH AVE,LOUISVILLE,KY,40218,WHITE,M,65,NA,NA,"(60,70]",Oct 2016,2016,2016
80-16-089881,NARCOTICS,"SHOTGUN, PUMP ACTION",NA,NA,12GA,2016-10-20,2100 BLOCK GLENWORTH AVE,LOUISVILLE,KY,40218,WHITE,M,65,NA,NA,"(60,70]",Oct 2016,2016,2016
80-16-089881,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",NA,NA,762M,2016-10-20,2100 BLOCK GLENWORTH AVE,LOUISVILLE,KY,40218,WHITE,M,65,NA,NA,"(60,70]",Oct 2016,2016,2016
80-16-089881,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",NA,NA,762M,2016-10-20,2100 BLOCK GLENWORTH AVE,LOUISVILLE,KY,40218,WHITE,M,65,NA,NA,"(60,70]",Oct 2016,2016,2016
80-16-027602,HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40210,NULL,NULL,NULL,NA,NA,NA,NA,NA,2016
80-14-052572,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",RUGER,NA,22C,2014-07-16,4000 BLOCK NAOMI DR,LOUISVILLE,KY,40219,BLACK,M,38,NA,NA,"(30,40]",Jul 2014,2014,2014
80-14-052572,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",RUGER,NA,22C,2014-07-16,4000 BLOCK NAOMI DR,LOUISVILLE,KY,40219,BLACK,M,38,NA,NA,"(30,40]",Jul 2014,2014,2014
80-14-052572,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",RUGER,NA,22C,2014-07-16,4000 BLOCK NAOMI DR,LOUISVILLE,KY,40219,BLACK,M,38,NA,NA,"(30,40]",Jul 2014,2014,2014
80-15-070381,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,BODYGUARD,380C,2015-09-04,S 15TH ST / GALLAGHER ST,LOUISVILLE,KY,40210,BLACK,M,33,NA,NA,"(30,40]",Sep 2015,2015,2015
80-15-034191,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC","KELTEC, CNC INDUSTRIES, INC",PLR22,22C,2015-05-08,5700 BLOCK LOCUST WAY,LOUISVILLE,KY,40229,WHITE,M,34,NA,NA,"(30,40]",May 2015,2015,2015
80-15-076032,NARCOTICS,"RIFLE, BOLT ACTION",WINCHESTER,NA,22C,2015-09-22,1900 BLOCK MILBURT DR,LYNDON,KY,40223,WHITE,M,70,NA,NA,"(60,70]",Sep 2015,2015,2015
80-15-076032,NARCOTICS,"RIFLE, BOLT ACTION",WINCHESTER,NA,22C,2015-09-22,1900 BLOCK MILBURT DR,LYNDON,KY,40223,WHITE,M,70,NA,NA,"(60,70]",Sep 2015,2015,2015
80-15-076032,NARCOTICS,"SHOTGUN, PUMP ACTION","ITHACA GUNS USA, LLC",NA,12GA,2015-09-22,1900 BLOCK MILBURT DR,LYNDON,KY,40223,WHITE,M,70,NA,NA,"(60,70]",Sep 2015,2015,2015
80-15-076032,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",BERETTA (P. OR PIETRO),NA,NA,2015-09-22,1900 BLOCK MILBURT DR,LYNDON,KY,40223,WHITE,M,70,NA,NA,"(60,70]",Sep 2015,2015,2015
80-15-076032,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",BERETTA (P. OR PIETRO),NA,NA,2015-09-22,1900 BLOCK MILBURT DR,LYNDON,KY,40223,WHITE,M,70,NA,NA,"(60,70]",Sep 2015,2015,2015
80-15-076032,NARCOTICS,"SHOTGUN, PUMP ACTION","ITHACA GUNS USA, LLC",NA,12GA,2015-09-22,1900 BLOCK MILBURT DR,LYNDON,KY,40223,WHITE,M,70,NA,NA,"(60,70]",Sep 2015,2015,2015
80-13-028701,ROBBERY,"PISTOL, SEMI-AUTOMATIC",CZECHOSLOVAKIA,CZECHOSLOVAKIA,9MM,2013-04-24,AUDUBON PKY / PRESTON HWY,LOUISVILLE,KY,40213,BLACK,M,26,NA,NA,"(20,30]",Apr 2013,2013,2013
80-16-012301,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC","KELTEC, CNC INDUSTRIES, INC",NA,380C,2016-02-10,6300 BLOCK HUNTERS GROVE RD,LOUISVILLE,KY,40216,BLACK,M,26,NA,NA,"(20,30]",Feb 2016,2016,2016
80-16-074699,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,NA,40C,2016-08-31,EASTERN PKY / POPLAR LEVEL RD,LOUISVILLE,KY,40217,WHITE,M,41,NA,NA,"(40,50]",Aug 2016,2016,2016
80-17-005084,STOLEN PROPERTY,NULL,RUGER,NA,NA,2017-01-17,300 BLOCK S 10TH ST,LOUISVILLE,KY,40203,BLACK,M,19,NA,NA,"(10,20]",Jan 2017,2017,2017
80-13-045095,ALL OTHER OFFENSES,"PISTOL, SEMI-AUTOMATIC",RUGER,P85,9MM,2013-06-19,9400 BLOCK BLAIRWOOD RD,HURSTBOURNE,KY,40222,BLACK,M,30,NA,NA,"(20,30]",Jun 2013,2013,2013
80-13-048705,WPNS LAW VIOLATION,"PISTOL, REVOLVER",FIE,NA,22C,2013-07-02,RUNDILL RD / UPPILL RD,LOUISVILLE,KY,40214,BLACK,M,23,NA,NA,"(20,30]",Jul 2013,2013,2013
80-17-001685,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",SIG-SAUER,P290RS,380C,2017-01-06,8600 BLOCK NATIONAL TPKE,LOUISVILLE,KY,40118,WHITE,F,42,NA,NA,"(40,50]",Jan 2017,2017,2017
80-15-105028,NARCOTICS,"RIFLE, SEMI-AUTOMATIC",I O INC (INTER ORDINANCE),SPORTER,762M,2015-12-25,2800 BLOCK GREENWOOD AVE,LOUISVILLE,KY,40211,BLACK,M,28,NA,NA,"(20,30]",Dec 2015,2015,2015
