CodesAndRegsPermitsID,PermitNumber,Contractor,Description,Category,CategoryName,WorkType,Permittype,Zoning,SquareFeet,PermitFee,ProjectCosts,Address,City,State,ZipCode,CouncilDistrict,IssueDate,Latitude,Longitude
13236,350874,CARDINAL ELECTRIC SERVICE INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,2000,1224 LARUE AVE,LOUISVILLE          ,KY,40213,10,1/7/2013 14:11,38.1979124,-85.7292523
13237,14BL3079,CLEARWATER POOLS SPAS INC,,5,Other,Pool,Building Permit,R5,135,50,25526,1224 LARUE AVE,LOUISVILLE          ,KY,40213,10,6/12/2014 12:24,38.1979124,-85.7292523
13238,13BL4429,TOMMY HUMPHRIES EXCAVATING,,5,Other,Addition,Building Permit,R5,160,50,7500,1224 LARUE AVE,LOUISVILLE          ,KY,40213,10,7/31/2013 16:06,38.1979124,-85.7292523
13239,14EL6627,NTA MAINTENANCE,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,35,800,1224 LARUE AVE,LOUISVILLE          ,KY,40213,10,6/26/2014 9:46,38.1979124,-85.7292523
13240,14EL6627,NTA MAINTENANCE,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,800,1224 LARUE AVE,LOUISVILLE          ,KY,40213,10,6/26/2014 9:46,38.1979124,-85.7292523
13241,358295,BRYANT HEATING & AC,,2,Residential,New,HVAC Permit,(C2),0,75,1000,1227 BARDSTOWN RD,LOUISVILLE          ,KY,40204,8,4/12/2013 8:10,38.237221,-85.718045
13242,338275,DFH COMPANY,,2,Residential,New,HVAC Permit,R5B,0,75,2900,1265 CHEROKEE RD,LOUISVILLE          ,KY,40204,8,8/14/2012 7:55,38.237141,-85.71505
13243,BL932792,B&W DEVELOPMENT LLC,,2,Residential,Renovation - Alter - Repair,Building Permit,R5B,970,72,30000,1282 EVERETT AVE,LOUISVILLE          ,KY,40204,8,2/18/2015 16:01,38.236985,-85.7135459
13244,BL937587,FOSTER BROTHERS CONSTRUCTION,,2,Residential,Renovation - Alter - Repair,Building Permit,R5B,300,50,40000,1294 WILLOW AVE,LOUISVILLE          ,KY,40204,8,4/10/2015 13:32,38.237692,-85.712078
13245,EL917385,STARLIGHT ELECTRIC COMPANY,,1,Commercial,New,Electrical Permit,TNZD,0,50,680000,1309 S 4TH ST,LOUISVILLE          ,KY,40208,6,10/16/2014 11:21,38.2324757,-85.7607609
13246,EL917385,STARLIGHT ELECTRIC COMPANY,,1,Commercial,New,Electrical Permit,TNZD,0,450,680000,1309 S 4TH ST,LOUISVILLE          ,KY,40208,6,10/16/2014 11:21,38.2324757,-85.7607609
13247,EL917385,STARLIGHT ELECTRIC COMPANY,,1,Commercial,New,Electrical Permit,TNZD,0,150,680000,1309 S 4TH ST,LOUISVILLE          ,KY,40208,6,10/16/2014 11:21,38.2324757,-85.7607609
13248,EL917385,STARLIGHT ELECTRIC COMPANY,,1,Commercial,New,Electrical Permit,TNZD,0,140,680000,1309 S 4TH ST,LOUISVILLE          ,KY,40208,6,10/16/2014 11:21,38.2324757,-85.7607609
13249,14HV8706,AUTOMATIC AIR CORP,,2,Residential,Replacement,HVAC Permit,R4,0,75,500,1312 BLUE VALE WAY,LYNDON              ,KY,40222,7,8/13/2014 16:07,38.267273,-85.597897
13250,BL915774,BRYAN SMITH CONSTRUCTION INC,,3,Multi-Family,Renovation - Alter - Repair,Building Permit,R7,850,110,15000,204 S SHAWNEE TER,LOUISVILLE          ,KY,40212,5,9/10/2014 20:17,38.263908,-85.822235
13251,EL917518,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,100,4400,110 E SOUTHLAND BLVD,LOUISVILLE          ,KY,40214,21,9/25/2014 11:28,38.1719331,-85.7629664
13252,EL917518,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,4400,110 E SOUTHLAND BLVD,LOUISVILLE          ,KY,40214,21,9/25/2014 11:28,38.1719331,-85.7629664
13253,EL917528,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,100,4400,121 E SOUTHLAND BLVD,LOUISVILLE          ,KY,40214,21,9/25/2014 11:28,38.1723954,-85.7611906
13254,EL917528,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,4400,121 E SOUTHLAND BLVD,LOUISVILLE          ,KY,40214,21,9/25/2014 11:28,38.1723954,-85.7611906
13255,EL917544,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,100,4400,144 E SOUTHLAND BLVD,LOUISVILLE          ,KY,40214,21,9/25/2014 11:26,38.1726241,-85.7601089
13256,EL917544,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,4400,144 E SOUTHLAND BLVD,LOUISVILLE          ,KY,40214,21,9/25/2014 11:26,38.1726241,-85.7601089
13257,HV943059,FROELICH CO HEATING & A/C,,2,Residential,Replacement,HVAC Permit,R6,0,105,2147,426 SPRITE RD,BROWNSBORO VILLAGE  ,KY,40207,9,6/2/2015 11:00,38.2634549,-85.667933
13258,13RH1001,GETTLER SHEET METAL CO INC,,1,Commercial,Suppressed,Range Hood Permit,(C2),0,150,4000,1314 BARDSTOWN RD,LOUISVILLE          ,KY,40204,8,5/31/2013 15:13,38.2348662,-85.7147053
13259,13SI1262,RUEFF SIGN COMPANY INC,,1,Commercial,On Premises Sign,Sign Permit,(C2),0,60,3000,1314 BARDSTOWN RD,LOUISVILLE          ,KY,40204,8,3/10/2014 11:21,38.2348662,-85.7147053
13260,13RS3028,SIMPLEX GRINNELL LP,,1,Commercial,Replacement,Range Hood Suppression,(C2),0,150,1400,1314 BARDSTOWN RD,LOUISVILLE          ,KY,40204,8,6/14/2013 14:26,38.2348662,-85.7147053
13261,14BL2196,MITER CONSTRUCTION CO.,,2,Residential,New,Building Permit,R5,1250,93,100000,1316 WITAWANGA AVE,LYNDON              ,KY,40222,7,4/11/2014 13:52,38.2664018,-85.5998757
13262,14BL1720,PRIMERA LLC,,2,Residential,Renovation - Alter - Repair,Building Permit,TNZD,500,50,20000,1325 S 3RD ST,LOUISVILLE          ,KY,40208,6,3/13/2014 10:21,38.231548,-85.758728
13263,362028,GOULD ELECTRIC LLC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,TNZD,0,50,500,1396 S 2ND ST,LOUISVILLE          ,KY,40208,6,5/14/2013 7:53,38.228907,-85.7584509
13264,13BL4709,BRIGHT BUILT HOMES INC,,2,Residential,Addition,Building Permit,R4,270,50,34000,925 LAKE FOREST PKY,LOUISVILLE          ,KY,40245,19,8/26/2013 9:21,38.251015,-85.491216
13265,SI934760,COMMONWEALTH SIGN CO INC,,1,Commercial,On Premises Sign,Sign Permit,(C3),0,50,5000,505 S 4TH ST,LOUISVILLE          ,KY,40202,4,3/27/2015 13:52,38.2509224,-85.7575047
13266,SI934759,COMMONWEALTH SIGN CO INC,,1,Commercial,On Premises Sign,Sign Permit,(C3),0,50,40000,505 S 4TH ST,LOUISVILLE          ,KY,40202,4,3/27/2015 13:52,38.2509224,-85.7575047
13267,RS934245,SIMPLEX GRINNELL LP,,1,Commercial,New,Range Hood Suppression,(C3),0,300,3000,505 S 4TH ST,LOUISVILLE          ,KY,40202,4,3/16/2015 12:35,38.2509224,-85.7575047
13268,351198,CHRIS NUNN ELECTRIC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,M3,0,50,5000,1234 GARDINER LN,WATTERSON PARK      ,KY,40213,10,1/10/2013 10:43,38.193069,-85.701813
13269,14HV4489,UNITED PAYROLL FUND INC /RCP,,3,Multi-Family,Replacement,HVAC Permit,R7,0,75,550,1007 LYNDON LN,ST MATTHEWS         ,KY,40222,7,4/30/2014 11:45,38.2651197,-85.6097955
13270,EL917451,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,7200,131 HARTWELL CT,LOUISVILLE          ,KY,40214,21,9/25/2014 11:27,38.1734115,-85.7600849
13271,EL917451,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,75,7200,131 HARTWELL CT,LOUISVILLE          ,KY,40214,21,9/25/2014 11:27,38.1734115,-85.7600849
13272,BL944673,BHC HEIDENREICH CONTRACTORS IN,,5,Other,Miscellaneous,Building Permit,R5,250,50,3500,1274 HOWARD ST,LOUISVILLE          ,KY,40213,21,6/16/2015 13:41,38.18657,-85.716448
13273,HV938483,FROELICH CO HEATING & A/C,,2,Residential,Replacement,HVAC Permit,R7,0,105,1448,305 CHANEL CT,LOUISVILLE          ,KY,40218,26,4/22/2015 13:07,38.2080454,-85.6479025
13274,13EL4095,PEPCO ELECTRICAL - BRACKNEY J,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,500,709 HUNTINGTON PARK DR,POPLAR HILLS        ,KY,40213,2,8/23/2013 20:03,38.1787101,-85.6929487
13275,358757,KESCO CONSTRUCTION COMPANY INC,,2,Residential,New,Building Permit,UN,1411,105,114291,514 E JACOB ST,LOUISVILLE          ,KY,40203,4,4/30/2014 14:57,38.2433137,-85.7451864
13276,13HV3950,METRO 1 HEATING & COOLING,,3,Multi-Family,Replacement,HVAC Permit,C2,0,75,3200,201 TRAFALGAR SQ,LOUISVILLE          ,KY,40218,10,8/16/2013 12:30,38.2081235,-85.6704772
13277,13HV7572,METRO 1 HEATING & COOLING,,3,Multi-Family,Replacement,HVAC Permit,R7,0,75,1800,701 TRAFALGAR SQ,LOUISVILLE          ,KY,40218,10,11/15/2013 9:48,38.2088822,-85.6711372
13278,BL944242,ALL AMERICA POOL CO PAT OBRYAN,,2,Residential,Pool,Building Permit,R5,416,50,27000,1409 PARKRIDGE PKY,LOUISVILLE          ,KY,40214,25,6/11/2015 13:50,38.1419393,-85.7935119
13279,EL917475,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,75,7200,127 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:26,38.1742903,-85.7594647
13280,EL917475,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,7200,127 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:26,38.1742903,-85.7594647
13281,EL917570,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,4400,133 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:27,38.1742627,-85.7596168
13282,EL917570,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,100,4400,133 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:27,38.1742627,-85.7596168
13283,EL917468,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,7200,143 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:28,38.174209,-85.7598285
13284,EL917468,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,75,7200,143 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:28,38.174209,-85.7598285
13285,EL917580,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,100,4400,147 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:26,38.1741997,-85.7598639
13286,EL917580,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,4400,147 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:26,38.1741997,-85.7598639
13287,349151,BRYANT HEATING & AC,,2,Residential,New,HVAC Permit,R5,0,75,1000,1315 WOODCHESTER WAY,LOUISVILLE          ,KY,40118,13,12/21/2012 7:56,38.1228227,-85.7420482
13288,360371,DFH COMPANY,,2,Residential,New,HVAC Permit,R4,0,75,8858,220 CLARLAND DR,MIDDLETOWN          ,KY,40243,19,4/26/2013 10:05,38.240986,-85.53501
13289,150949,BENNETT & SON ELECTRIC COMPANY,,2,Residential,Emergency Repair,Electrical Permit,R4,0,40,500,110 CALUMET DR,LOUISVILLE          ,KY,40214,13,3/14/2007 9:28,38.1302871,-85.7597219
13290,150949,BENNETT & SON ELECTRIC COMPANY,,2,Residential,Emergency Repair,Electrical Permit,R4,0,3,500,110 CALUMET DR,LOUISVILLE          ,KY,40214,13,3/14/2007 9:28,38.1302871,-85.7597219
13291,BL938280,KOVATS CONSTRUCTION INC,,2,Residential,New,Building Permit,R4,1371,102,70000,1206 DEBBIE DR,LOUISVILLE          ,KY,40213,21,4/22/2015 12:52,38.1824812,-85.7072267
13292,14HV7755,BECHT HEATING COOLING INC,,2,Residential,Replacement,HVAC Permit,R5,0,75,5396,1414 EASTERN PKY,LOUISVILLE          ,KY,40204,8,7/10/2014 14:50,38.2279657,-85.7172216
13293,BL926184,RTS BUILDERS LLC,,5,Other,Renovation - Alter - Repair,Building Permit,R4,600,75,20000,816 EASTWOOD FISHERVILLE RD,LOUISVILLE          ,KY,40023,19,12/10/2014 8:43,38.222758,-85.4513769
13294,13BL5377,RTS BUILDERS LLC,,2,Residential,Renovation - Alter - Repair,Building Permit,R4,4075,305,80000,816 EASTWOOD FISHERVILLE RD,LOUISVILLE          ,KY,40023,19,10/3/2013 8:45,38.222758,-85.4513769
13295,13BL5380,RTS BUILDERS LLC,,5,Other,Renovation - Alter - Repair,Building Permit,R4,400,50,1000,816 EASTWOOD FISHERVILLE RD,LOUISVILLE          ,KY,40023,19,10/3/2013 8:45,38.222758,-85.4513769
13296,14EL8941,NTA MAINTENANCE,,5,Other,Temporary Service Pole,Electrical Permit,R1,0,50,500,1300 ELM RD,ANCHORAGE           ,KY,40223,17,9/5/2014 12:25,38.263097,-85.535921
13297,354878,ROGERS ELECTRIC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,(C3),0,50,500,730 W MAIN ST,LOUISVILLE          ,KY,40202,4,2/26/2013 7:57,38.2572828,-85.7627903
13298,354686,FULL HOUSE CONSTRUCTION,,1,Commercial,Renovation - Alter - Repair,Building Permit,R8A,80,6,8000,1412 WILLOW AVE,LOUISVILLE          ,KY,40204,8,2/22/2013 16:17,38.2346819,-85.7084503
13299,354686,FULL HOUSE CONSTRUCTION,,1,Commercial,Renovation - Alter - Repair,Building Permit,R8A,80,44,8000,1412 WILLOW AVE,LOUISVILLE          ,KY,40204,8,2/22/2013 16:17,38.2346819,-85.7084503
13300,359273,GRASSHOPPERS LANDSCAPE & TREE,,2,Residential,"LT 3000 SqFt, LT 35 Ft Height",Wrecking Permit,R4,1300,60,5000,408 FLAT ROCK RD,LOUISVILLE          ,KY,40245,19,5/21/2013 16:33,38.241962,-85.443968
13301,352177,PAYNE ELECTRIC COMPANY INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R4,0,50,300,1209 FLAT ROCK RD,LOUISVILLE          ,KY,40245,19,1/23/2013 12:50,38.255581,-85.42971
13302,351978,Comstock Brothers Electric,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R5,0,50,25,119 S 41ST ST,LOUISVILLE          ,KY,40212,5,1/22/2013 8:11,38.263712,-85.815606
13303,EL930849,HODGE & HODGE INC,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,(R4),0,50,1500,815 GILLILAND RD,LOUISVILLE          ,KY,40245,19,1/28/2015 11:01,38.222825,-85.4587169
13304,13HV7527,METRO 1 HEATING & COOLING,,1,Commercial,Replacement,HVAC Permit,R7,0,75,1800,600 WIMBLETON CT,LOUISVILLE          ,KY,40218,10,11/18/2013 9:48,37.819227,-85.4789519
13305,14FD1011,NORTHSIDE SECURITY INC,,3,Multi-Family,New,Fire Detection Permit,UN,10964,150,1,432 E JACOB ST,LOUISVILLE          ,KY,40203,4,3/10/2014 14:11,38.2435178,-85.7471963
13306,HV944806,NORMANS SERVICE COMPANY,,2,Residential,Replacement,HVAC Permit,EZ1,0,105,1000,921 E JEFFERSON ST,LOUISVILLE          ,KY,40206,4,6/16/2015 13:08,38.25176,-85.735134
13307,107570,ALL AMERICA POOL CO PAT OBRYAN,,2,Residential,New,Building Permit,R2,512,9,23000,230 KENWOOD HILL RD,LOUISVILLE          ,KY,40214,21,3/21/2006 11:19,38.159623,-85.773516
13308,107570,ALL AMERICA POOL CO PAT OBRYAN,,2,Residential,New,Building Permit,R2,512,20,23000,230 KENWOOD HILL RD,LOUISVILLE          ,KY,40214,21,3/21/2006 11:19,38.159623,-85.773516
13309,EL917552,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,100,4400,102 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:28,38.173088,-85.763649
13310,EL917552,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,4400,102 E KINGSTON AVE,LOUISVILLE          ,KY,40214,21,9/25/2014 11:28,38.173088,-85.763649
13311,14HV4525,EARL AGE & SON HTG & AIR,,2,Residential,Replacement,HVAC Permit,R6,0,75,8400,1202 DALMALLY CT,HURSTBOURNE         ,KY,40222,18,4/30/2014 14:45,38.2286124,-85.5796947
13312,HV926749,AUTOMATIC AIR CORP,,1,Commercial,Replacement,HVAC Permit,R7,0,75,500,1021 LIBERTY CT,LOUISVILLE          ,KY,40203,4,12/15/2014 16:09,38.2542564,-85.7679012
13313,13HV8031,METRO 1 HEATING & COOLING,,3,Multi-Family,Replacement,HVAC Permit,R7,0,75,1800,601 WIMBLETON CT,LOUISVILLE          ,KY,40218,10,12/3/2013 12:21,37.819227,-85.4789519
13314,14EL8034,ZWICKER ELECTRIC INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R7,0,50,500,1107 DONARD PARK AVE,LOUISVILLE          ,KY,40218,10,8/11/2014 10:33,38.2024419,-85.6702293
13315,14EL8034,ZWICKER ELECTRIC INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R7,0,35,500,1107 DONARD PARK AVE,LOUISVILLE          ,KY,40218,10,8/11/2014 10:33,38.2024419,-85.6702293
13316,359532,AIR COMFORT OF KY,,2,Residential,New,HVAC Permit,OR3,0,75,2500,1271 PARKWAY GARDENS CT,LOUISVILLE          ,KY,40217,10,4/19/2013 8:04,38.2251214,-85.7302511
13317,358296,BRYANT HEATING & AC,,2,Residential,New,HVAC Permit,OR3,0,75,1000,1271 PARKWAY GARDENS CT,LOUISVILLE          ,KY,40217,10,4/11/2013 11:29,38.2251214,-85.7302511
13318,13BL1370,ENGLISH CONSTRUCTION INC,,1,Commercial,Renovation - Alter - Repair,Building Permit,C1,1272,165,10000,168 N HURSTBOURNE PKY,LYNDON              ,KY,40222,18,6/25/2013 13:55,38.2475629,-85.5773971
13319,13SI1059,HADLEY SIGN SOULTIONS LLC,,1,Commercial,On Premises Sign,Sign Permit,C1,0,50,4800,168 N HURSTBOURNE PKY,LYNDON              ,KY,40222,18,7/16/2013 8:19,38.2475629,-85.5773971
13320,SI930779,COMMONWEALTH SIGN CO INC,,1,Commercial,On Premises Sign,Sign Permit,C1,0,77,3000,230 N HURSTBOURNE PKY,LYNDON              ,KY,40222,18,1/27/2015 16:43,38.2487777,-85.5780129
13321,FS939617,SAFETY SPRINKLER SOLUTIONS,,1,Commercial,Single System Repair,Fire Suppression Permit,C1,0,150,5000,230 N HURSTBOURNE PKY,LYNDON              ,KY,40222,18,4/30/2015 15:09,38.2487777,-85.5780129
13322,13SI1261,HADLEY SIGN SOULTIONS LLC,,1,Commercial,On Premises Sign,Sign Permit,C1,0,50,6800,250 N HURSTBOURNE PKY,LYNDON              ,KY,40222,18,12/12/2013 9:52,38.2491963,-85.5782111
13323,14FS1209,B & B FIRE PROTECTION INC,,1,Commercial,Single System Repair,Fire Suppression Permit,EZ1,24000,50,25000,598 N ENGLISH STATION RD,MIDDLETOWN          ,KY,40223,19,7/17/2014 12:20,38.2517745,-85.512955
13324,13HV1509,KEN J BUEHNER & SON HTG & AC C,,2,Residential,Replacement,HVAC Permit,R6,0,75,0,320 ETHRIDGE AVE,DOUGLASS HILLS      ,KY,40223,19,6/10/2013 14:09,38.2496473,-85.5550414
13325,353080,KOPPEL SERVICES LLC,,1,Commercial,Addition,Building Permit,C2,1007,110,12000,142 OUTER LOOP,LOUISVILLE          ,KY,40214,13,2/4/2013 12:09,38.1259469,-85.788106
13326,BL937584,QUANTUM BUILD & DESIGN DBA QUA,,2,Residential,Addition,Building Permit,R4,808,60,100000,1 WOLF PEN LN,LOUISVILLE          ,KY,40059,16,4/10/2015 13:19,38.32346,-85.5942929
13327,354508,THE FOWLER CO LLC,,2,Residential,Renovation - Alter - Repair,Building Permit,RE,395,20,32000,1203 OLD HARRODS CREEK RD,ANCHORAGE           ,KY,40223,17,2/20/2013 15:58,38.263642,-85.550566
13328,354508,THE FOWLER CO LLC,,2,Residential,Renovation - Alter - Repair,Building Permit,RE,395,29,32000,1203 OLD HARRODS CREEK RD,ANCHORAGE           ,KY,40223,17,2/20/2013 15:58,38.263642,-85.550566
13329,354395,A-PROFESSIONAL INSTALLATION,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,TNZD,0,75,400,313 E ORMSBY AVE,LOUISVILLE          ,KY,40203,6,2/21/2013 8:05,38.23161,-85.751375
13330,354395,A-PROFESSIONAL INSTALLATION,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,TNZD,0,50,400,313 E ORMSBY AVE,LOUISVILLE          ,KY,40203,6,2/21/2013 8:05,38.23161,-85.751375
13331,358801,BRYANT HEATING & AC,,2,Residential,New,HVAC Permit,OR3,0,75,1000,1289 PARKWAY GARDENS CT,LOUISVILLE          ,KY,40217,10,4/18/2013 15:06,38.2258011,-85.7288688
13332,SI927684,HEITZ SIGN COMPANY,,1,Commercial,On Premises Sign,Sign Permit,C1,0,85,8000,260 N HURSTBOURNE PKY,LYNDON              ,KY,40222,18,12/23/2014 15:14,38.2509023,-85.5790267
13333,14EL3452,CARDINAL ELECTRIC SERVICE INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R4,0,100,3000,1100 FOREST TRAIL PL,LOUISVILLE          ,KY,40245,19,3/24/2014 8:39,38.248244,-85.416658
13334,14EL3452,CARDINAL ELECTRIC SERVICE INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R4,0,35,3000,1100 FOREST TRAIL PL,LOUISVILLE          ,KY,40245,19,3/24/2014 8:39,38.248244,-85.416658
13335,14EL3452,CARDINAL ELECTRIC SERVICE INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R4,0,100,3000,1100 FOREST TRAIL PL,LOUISVILLE          ,KY,40245,19,3/24/2014 8:39,38.248244,-85.416658
13336,14EL3452,CARDINAL ELECTRIC SERVICE INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R4,0,100,3000,1100 FOREST TRAIL PL,LOUISVILLE          ,KY,40245,19,3/24/2014 8:39,38.248244,-85.416658
13337,14EL3452,CARDINAL ELECTRIC SERVICE INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,R4,0,50,3000,1100 FOREST TRAIL PL,LOUISVILLE          ,KY,40245,19,3/24/2014 8:39,38.248244,-85.416658
13338,14BL1587,GYM & SWIM SUPPLY COMPANY,,5,Other,Pool,Building Permit,R4,984,108,140000,1100 FOREST TRAIL PL,LOUISVILLE          ,KY,40245,19,3/26/2014 13:04,38.248244,-85.416658
13339,13HV6027,METRO 1 HEATING & COOLING,,2,Residential,Replacement,HVAC Permit,OR2,0,75,7100,225 CRESCENT HILL PL,LOUISVILLE          ,KY,40206,9,10/3/2013 9:49,38.2573787,-85.7035267
13340,13BL5033,"MICHAEL R EFFINGER, LLC",,2,Residential,New,Building Permit,R5A,2295,500,100000,907 S ENGLISH STATION RD,LOUISVILLE          ,KY,40299,20,10/14/2013 11:03,38.225185,-85.494529
13341,13BL5033,"MICHAEL R EFFINGER, LLC",,2,Residential,New,Building Permit,R5A,2295,35,100000,907 S ENGLISH STATION RD,LOUISVILLE          ,KY,40299,20,10/14/2013 11:03,38.225185,-85.494529
13342,13BL5033,"MICHAEL R EFFINGER, LLC",,2,Residential,New,Building Permit,R5A,2295,172,100000,907 S ENGLISH STATION RD,LOUISVILLE          ,KY,40299,20,10/14/2013 11:03,38.225185,-85.494529
13343,HV931905,PAT WEBER CO,,3,Multi-Family,Replacement,HVAC Permit,R6,0,75,1600,1105 ROYAL GARDENS CT,LOUISVILLE          ,KY,40214,25,2/6/2015 11:15,38.139852,-85.7838995
13344,362088,PRUDENTIAL HVAC,,2,Residential,New,HVAC Permit,R5A,0,75,1,701 TUNBRIDGE WELLS LN,WINDY HILLS         ,KY,40207,7,5/14/2013 15:30,38.2731858,-85.6474528
13345,13EL4048,John Healy,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,C1,0,150,10000,743 MCCAWLEY RD,LOUISVILLE          ,KY,40219,24,8/23/2013 8:40,38.144711,-85.688362
13346,13EL4048,John Healy,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,C1,0,150,10000,743 MCCAWLEY RD,LOUISVILLE          ,KY,40219,24,8/23/2013 8:40,38.144711,-85.688362
13347,13EL4048,John Healy,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,C1,0,50,10000,743 MCCAWLEY RD,LOUISVILLE          ,KY,40219,24,8/23/2013 8:40,38.144711,-85.688362
13348,13EL4048,John Healy,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,C1,0,35,10000,743 MCCAWLEY RD,LOUISVILLE          ,KY,40219,24,8/23/2013 8:40,38.144711,-85.688362
13349,13EL4048,John Healy,,3,Multi-Family,Rewire Repair Add Wiring,Electrical Permit,C1,0,35,10000,743 MCCAWLEY RD,LOUISVILLE          ,KY,40219,24,8/23/2013 8:40,38.144711,-85.688362
13350,338734,JARBOES PLUMBING HEATING COOL,,2,Residential,New,HVAC Permit,(R5),0,75,2900,1107 MILES VIEW CT,LOUISVILLE          ,KY,40245,19,8/16/2012 12:54,38.224751,-85.479668
13351,14SI1049,RUEFF SIGN COMPANY INC,,1,Commercial,On Premises Sign,Sign Permit,C1,0,52,2000,117 S ENGLISH STATION RD,LOUISVILLE          ,KY,40245,20,2/5/2014 11:13,38.2394942,-85.4942653
13352,14RH1042,CHEF SUPPLY C/O DAVID POFF,,1,Commercial,Suppressed,Range Hood Permit,C1,0,150,50000,135 S ENGLISH STATION RD,LOUISVILLE          ,KY,40245,20,6/2/2014 10:23,38.24107,-85.501503
